Gene,RB01,RB02,RB03,RB04,RB05,RB06,RB07,RB08,RB09,RB10,RB11,RB12,RB13,RB14,RB15,RB16,RB17
Hoga1,28,12,30,24,58,33,48,69,7,27,13,9,32,19,11,7,19
4933411K16Rik,3,0,0,2,2,3,2,1,1,0,0,1,0,3,0,0,1
Morn4,823,369,401,899,907,1012,698,1242,160,342,234,307,336,253,187,274,374
Pi4k2a,3879,1555,1735,3718,4424,4214,3302,5364,717,1555,833,1272,1459,1117,739,1107,1638
Avpi1,346,156,196,491,643,497,370,523,62,139,83,94,143,122,86,89,183
Marveld1,1354,572,742,1496,1612,1868,1283,1969,396,850,490,703,666,485,377,574,719
Zfyve27,3023,1136,1397,2592,2857,3400,2475,4025,635,1444,760,1144,1226,840,609,1056,1139
Sfrp5,1709,628,774,1929,2157,2154,1301,2224,139,475,240,408,546,272,275,193,383
Golga7b,325,124,141,298,261,326,202,414,51,101,84,95,131,72,69,80,113
Mir3085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Crtac1,11,7,0,24,13,14,27,21,2,3,4,1,1,2,1,0,14
R3hcc1l,924,353,511,988,1081,1128,938,1439,238,435,261,440,393,314,242,349,514
Loxl4,8,5,3,8,13,10,7,11,0,3,0,3,1,2,0,3,1
Pyroxd2,440,166,170,314,397,533,398,603,81,215,88,178,132,126,73,123,124
Hps1,1374,522,689,1304,1404,1632,1118,1734,328,767,394,591,596,391,322,473,520
Hpse2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cnnm1,495,201,290,343,415,489,413,554,124,227,144,198,216,173,126,127,262
Got1,2322,886,1217,2353,2972,2769,2145,3547,522,976,674,852,995,733,524,658,1366
Nkx2-3,32,24,16,41,35,74,40,42,8,34,8,19,17,20,12,17,16
Slc25a28,1529,681,679,1434,1616,1777,1340,2123,330,756,395,624,624,481,322,642,553
BC037704,190,68,107,216,192,202,168,236,61,116,72,109,90,73,45,85,79
Entpd7,1507,526,793,1438,1586,1501,1149,2019,354,591,396,555,589,426,251,445,634
Cox15,1800,790,927,1822,2219,2226,1786,2745,527,1171,639,919,947,745,456,850,1003
Cutc,315,123,145,293,287,350,266,489,100,196,125,192,156,127,91,203,140
Abcc2,105,45,46,77,97,125,106,159,29,105,57,84,72,49,32,98,50
Gm10768,11,8,3,13,11,18,13,23,7,19,14,14,9,10,6,7,5
Dnmbp,953,392,501,951,1065,1269,826,1626,246,521,271,412,411,297,209,343,374
Cpn1,4071,1630,1873,3934,4380,4383,3314,5420,918,1896,1078,1760,1743,1311,1012,1301,1918
Cyp2c44,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,1
Erlin1,1241,407,625,1241,1691,1440,1202,1840,331,533,397,509,513,376,274,396,762
Chuk,3071,1024,1634,2191,2794,3130,2815,3988,791,1480,900,1319,1363,1012,714,1129,1360
Cwf19l1,477,152,254,500,525,605,461,700,131,273,164,242,243,179,116,202,223
Bloc1s2,439,162,234,400,480,538,450,577,105,242,147,177,210,173,113,204,240
Pkd2l1,0,0,0,0,3,1,0,1,0,2,0,0,0,0,0,0,0
Scd3,74,29,41,77,103,72,62,119,17,34,15,51,27,20,15,23,46
Scd2,14203,6134,5699,12183,15552,14830,11605,19192,2103,4515,2562,3632,4475,3435,2236,3316,4601
Mir5114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Scd4,6,7,7,5,8,7,5,11,2,2,0,1,1,1,2,4,1
Scd1,616,221,194,547,721,558,476,932,50,104,60,105,152,98,71,92,142
Wnt8b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sec31b,61,17,15,42,28,70,62,84,12,49,25,27,28,23,15,15,13
Ndufb8,3908,1688,1917,3973,4522,4615,2923,5319,896,1815,1027,1795,1698,1267,929,1457,1823
Hif1an,3438,1306,1684,3190,3397,3869,2820,4884,843,1744,1011,1477,1596,1113,783,1225,1757
Pax2,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0
Mir6405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700039E22Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam178a,2116,729,1103,1946,1945,2516,2009,3152,581,1083,656,910,913,773,517,834,1045
4930414N06Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sema4g,246,84,103,212,184,298,226,382,66,108,77,78,70,60,54,91,88
Mrpl43,772,315,490,922,1037,1122,675,1105,183,412,222,353,362,325,230,343,357
Peo1,628,229,291,633,728,734,549,957,167,380,237,302,261,223,130,306,305
Lzts2,1751,760,824,1916,2170,2555,1403,2320,363,974,421,788,763,556,407,812,519
Pdzd7,33,18,28,37,44,62,46,90,6,28,6,22,12,10,7,16,14
Sfxn3,1154,471,559,1143,1258,1389,958,1482,292,648,362,511,523,417,268,495,540
Kazald1,114,51,58,114,130,163,94,158,39,84,62,57,59,58,29,59,54
Tlx1,4,1,1,1,0,2,2,3,0,0,1,1,0,0,0,0,0
Lbx1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Btrc,3652,1473,1723,3440,3856,4572,3279,5738,860,2152,1165,1719,1648,1242,901,1493,1499
Poll,767,310,377,761,816,918,629,1137,189,452,256,351,328,264,176,280,368
Dpcd,658,315,370,739,911,813,602,959,161,321,192,278,278,212,170,268,382
Fbxw4,1030,402,417,894,1017,1288,814,1394,201,467,261,409,395,282,218,332,418
4933429K18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fgf8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Npm3,469,162,212,435,521,487,362,590,98,181,108,158,175,121,111,158,185
Mgea5,4145,1568,2205,3298,3396,4604,3551,5630,1151,2430,1473,2034,2027,1648,1142,1863,1847
Kcnip2,54,16,46,62,57,57,41,43,33,68,32,57,44,24,41,65,79
9130011E15Rik,1060,432,530,966,1034,1123,881,1393,268,555,324,419,467,414,281,351,505
Hps6,459,201,226,499,564,559,359,559,110,220,94,214,214,134,105,159,185
Ldb1,3964,1685,1720,3751,3990,5040,3353,5680,1019,2668,1244,2067,1846,1421,980,1936,1590
Pprc1,2350,912,996,2415,2766,2715,1993,3401,435,916,509,740,778,595,445,669,1206
Nolc1,3384,1405,1659,3686,4165,4323,3046,5339,686,1447,862,1167,1272,1049,704,1065,1697
Elovl3,0,0,1,2,0,4,0,0,0,0,1,0,0,0,0,0,0
Pitx3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,8,0
Gbf1,9374,3886,4674,9033,9362,12451,8857,15294,2043,4587,2650,3634,3687,2773,2015,2966,4218
Nfkb2,635,254,384,1292,1241,998,854,1168,266,317,166,272,262,205,158,307,566
Psd,2005,790,927,1760,1712,2581,1689,3040,466,1417,679,948,835,655,501,693,657
Fbxl15,343,172,207,466,572,749,241,510,59,192,84,145,173,135,88,145,153
Cuedc2,1477,693,754,1475,1712,1622,1323,2004,326,729,425,596,586,464,359,518,559
Mir146b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310034G01Rik,161,41,83,146,138,189,121,186,23,81,46,70,61,31,36,37,67
Tmem180,784,307,368,760,785,1020,664,1087,150,347,188,302,310,194,168,193,331
Actr1a,4628,1915,2233,4811,5411,5352,4095,6768,1090,2615,1392,2003,1971,1528,1082,1676,2334
Sufu,420,184,209,531,519,587,369,672,123,227,127,211,210,166,105,169,233
Trim8,1484,679,768,1601,1587,1953,1210,2042,325,777,368,580,607,473,324,621,545
Arl3,2485,940,1290,2226,2510,2669,1957,3221,454,1107,627,967,984,681,516,645,925
Sfxn2,3242,1164,1456,2491,2971,3385,2702,4300,535,1132,742,1036,1231,909,645,830,1242
Wbp1l,2511,1002,1303,2610,2906,2807,1958,3407,579,1231,643,973,1011,793,553,861,1162
Cyp17a1,24,11,6,25,12,30,23,36,7,6,8,9,7,7,3,10,15
2010012O05Rik,825,285,419,665,879,795,659,974,166,340,236,341,363,282,181,282,412
As3mt,2282,918,1100,2437,2745,2884,2213,3732,560,1262,798,1175,1059,838,587,1015,1140
Cnnm2,1469,620,769,1355,1577,1914,1248,2315,336,854,404,695,654,510,307,544,693
Nt5c2,2967,1148,1514,2518,2720,3435,2529,4116,672,1459,967,1274,1429,1084,769,1229,1376
Ina,1113,474,633,1214,1380,1605,997,1831,328,671,367,608,546,448,325,522,546
Pcgf6,381,129,181,318,331,443,340,477,102,186,121,181,160,116,85,131,168
Taf5,239,91,125,271,236,260,212,308,47,104,58,94,92,82,39,61,125
Usmg5,2481,855,1288,2026,2310,2255,2137,3159,510,1052,622,936,1038,758,571,733,1074
Pdcd11,2782,1094,1308,2806,2802,3459,2379,4187,524,1178,676,950,1060,740,601,886,1194
Calhm2,177,73,68,218,177,159,155,190,39,75,34,58,82,44,39,33,69
Calhm1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Neurl1a,1471,528,631,1393,1753,1538,1121,1999,325,717,311,569,608,399,277,470,567
Sh3pxd2a,6746,2804,3373,6582,7021,8937,5952,10939,1813,4184,2238,3050,3221,2491,1759,3318,3271
Mir6995,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Obfc1,258,100,123,257,333,267,234,394,73,111,63,101,98,79,67,113,152
Gm19557,7,6,1,12,17,10,4,24,2,4,4,6,0,4,4,1,8
Slk,3289,1262,1782,3197,3336,4076,3221,4957,1002,1820,1107,1471,1465,1327,860,1368,1679
Col17a1,2,1,1,2,4,0,2,3,0,0,0,1,0,2,2,0,0
Sfr1,2257,905,1317,2236,2742,2631,2098,3528,580,1201,738,1043,1127,879,662,1007,1202
Cfap43,15,13,6,13,18,18,13,34,3,6,3,1,3,8,2,1,7
Mir8090,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gsto1,971,379,556,944,1318,1118,765,1266,180,281,191,265,339,297,195,317,565
Gsto2,134,57,62,112,124,154,95,181,42,72,61,44,54,49,35,61,47
Itprip,446,185,241,534,611,596,402,639,142,192,135,244,214,177,117,201,283
Cfap58,119,49,75,143,154,93,76,89,28,33,18,29,53,43,24,29,78
Sorcs3,3,0,1,9,1,3,3,8,2,2,0,1,1,1,0,4,3
Sorcs1,96,40,41,114,85,104,89,144,4,24,11,21,26,15,17,13,35
Ins1,2537075,1069503,1146930,2236914,2615433,2658186,1995784,3213162,674229,1496345,843523,1328267,1247367,988226,693536,1072117,1271619
AA387883,4,5,4,10,15,14,7,13,5,5,3,6,4,6,3,2,6
Xpnpep1,2011,757,931,1921,2104,2153,1614,2578,421,832,482,760,794,570,467,601,948
Mir6407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700054A03Rik,0,1,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0
Add3,1822,751,870,1801,1857,2127,1655,2485,446,914,552,852,809,633,410,801,738
1700001K23Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mxi1,932,366,601,1092,1097,1158,867,1333,351,575,387,535,494,362,238,504,594
Smndc1,1103,389,614,977,1083,1295,1008,1592,309,507,336,487,467,399,284,480,511
5830416P10Rik,9,5,6,7,13,22,10,15,8,7,4,5,2,1,0,4,4
Dusp5,769,296,329,713,787,888,673,1014,172,336,183,303,331,240,175,257,329
Smc3,3375,1252,1898,3074,3568,4245,3324,5164,805,1680,1066,1495,1446,1185,846,1333,1738
Rbm20,362,127,151,451,501,445,328,547,141,183,143,193,131,180,114,117,235
Pdcd4,6503,2377,3387,5440,6159,7080,5578,8684,1747,3686,2211,3366,2997,2768,1824,2510,3007
Bbip1,1238,394,687,1163,1263,1284,1129,1723,304,529,358,496,549,395,302,342,642
Shoc2,3144,1076,1591,2804,3102,3239,2789,4379,832,1705,1140,1462,1410,1126,780,1509,1631
Adra2a,3068,1256,1678,3235,3870,4289,2727,4652,819,1860,1050,1517,1561,1025,773,1526,1688
Gpam,881,349,387,701,646,871,649,1144,192,445,248,340,387,308,203,280,320
Tectb,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir6715,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gucy2g,3,1,3,4,3,3,8,7,0,7,1,0,1,2,0,6,5
Acsl5,4299,1759,2405,5018,5742,5416,4111,6822,1050,2036,1392,1824,1998,1602,1127,1565,2779
Zdhhc6,1049,398,645,981,1182,1254,1118,1579,312,569,366,533,464,386,252,482,550
Vti1a,1132,382,532,1048,1197,1292,1019,1674,255,553,337,445,466,333,264,374,561
4930552P12Rik,2,0,1,2,1,2,0,5,2,1,0,0,1,2,1,4,3
Tcf7l2,196,83,108,191,195,228,195,266,57,131,62,73,83,73,44,94,76
Habp2,2,0,1,7,10,4,6,2,0,2,0,0,0,0,0,2,1
Nrap,4,2,0,10,0,3,1,4,0,2,0,0,2,0,0,0,3
Casp7,367,169,166,451,540,449,335,563,125,199,110,193,185,188,114,203,261
Plekhs1,4,1,0,4,3,4,3,5,1,4,0,1,2,2,0,0,2
Dclre1a,581,231,294,477,536,617,532,818,148,314,175,241,230,199,140,173,242
Nhlrc2,826,317,423,851,1007,1052,781,1320,219,461,235,354,327,251,210,307,381
Adrb1,42,16,27,47,48,98,43,50,3,7,8,10,11,1,5,1,9
Ccdc186,1269,421,688,1188,1258,1538,1216,1942,338,656,444,582,517,400,315,502,641
Tdrd1,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
Vwa2,4,5,1,10,5,12,6,6,0,0,0,1,0,2,2,0,4
Afap1l2,39,21,6,79,58,38,45,39,12,19,9,22,23,19,10,18,26
Ablim1,1737,629,886,1717,1787,2064,1540,2464,462,894,554,751,661,581,436,718,973
4930449E18Rik,4,2,2,0,0,3,5,4,0,2,1,0,0,0,0,1,0
B230217O12Rik,78,31,41,65,58,82,61,135,16,29,23,26,39,40,15,14,29
Fam160b1,2223,885,1121,2132,2212,2633,1938,3247,537,1159,703,956,896,704,509,891,1006
Trub1,932,363,426,796,1074,1153,870,1355,196,524,279,358,356,268,198,435,334
6720468P15Rik,6,3,1,3,6,7,10,9,2,2,2,1,3,2,2,0,1
Atrnl1,1401,538,699,1281,1372,1580,1279,1963,396,883,449,716,648,488,382,747,646
Mir5623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gfra1,719,281,342,686,722,852,612,1022,118,258,123,195,205,156,123,123,218
Gm10007,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ccdc172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810007D17Rik,1,0,0,5,3,8,0,5,0,0,0,0,0,1,0,4,2
Pnlip,910,675,1859,8700,8511,15805,5018,5765,477,713,161,1262,1489,824,420,5251,7982
1810018F18Rik,0,0,0,1,1,2,1,4,0,0,0,0,0,0,0,0,0
Pnliprp1,1526,795,1499,7569,7667,12832,4309,5731,511,642,139,1288,1149,1249,658,5878,7164
Pnliprp2,246,144,253,1170,1277,2305,576,978,72,84,25,237,204,245,89,1048,1150
1700019N19Rik,0,2,2,1,0,1,0,3,0,0,0,1,0,0,0,0,0
Hspa12a,1806,730,783,1575,1463,2150,1508,2863,414,789,552,784,694,524,374,700,632
Mir3086,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Eno4,28,13,13,22,31,42,30,54,6,16,8,11,10,12,8,23,15
Shtn1,1629,684,860,1923,2119,2167,1580,2550,488,854,495,777,766,678,476,767,1086
Vax1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Kcnk18,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Slc18a2,10,0,2,14,16,7,12,3,1,5,3,1,3,4,0,18,7
Pdzd8,3196,1078,1755,3117,3284,3604,2940,4321,927,1600,1010,1437,1430,1151,877,1340,1592
Emx2os,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Emx2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2700089I24Rik,1,0,3,2,6,5,5,4,0,1,0,0,3,2,0,0,3
Rab11fip2,1148,374,539,977,1115,1188,984,1638,288,614,374,472,489,398,279,475,502
E330013P04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam204a,794,323,435,924,1093,1137,807,1230,173,451,286,345,422,312,247,480,439
Prlhr,3,7,9,7,17,22,10,14,0,3,2,2,8,2,3,8,6
Cacul1,1939,617,1051,1796,2044,2190,1781,2786,544,1019,679,915,832,692,476,914,935
Nanos1,108,35,46,69,72,79,58,106,24,32,30,32,39,22,27,25,31
Eif3a,12542,5036,6597,12794,14325,16889,12929,21346,3231,6169,3770,5289,5169,4359,2954,4840,6997
Fam45a,1295,422,684,1008,1124,1127,1043,1595,338,531,413,576,535,373,256,490,533
Sfxn4,133,60,62,99,89,144,110,215,36,92,57,66,47,43,42,41,55
Prdx3,2230,808,1069,1841,2212,2145,1804,2791,508,1013,678,973,940,689,496,809,1052
Grk5,1340,519,680,1601,1623,1928,1414,2469,395,923,573,855,721,590,429,794,866
Zfp950,967,292,557,628,693,1057,1034,1445,276,413,295,378,315,281,215,248,369
Gm7102,1,2,0,3,3,1,1,5,0,1,0,0,1,1,0,1,0
Csf2ra,824,314,362,765,812,1544,724,1280,145,477,157,280,350,210,165,257,169
LOC100041034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
LOC664787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Csprs,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam171a1,1926,768,991,1882,1930,2281,1791,2576,572,1116,646,946,919,724,510,797,918
Nmt2,2420,848,1201,1958,2110,2601,2118,3178,664,1419,851,1221,1116,841,601,1001,1133
Rpp38,592,166,254,534,608,507,442,734,101,225,138,208,217,158,120,161,274
Acbd7,12,1,10,9,11,9,10,20,5,6,3,2,5,6,2,1,6
Olah,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Meig1,160,57,74,112,178,166,120,184,29,50,35,46,62,52,34,34,61
Dclre1c,395,119,177,270,385,468,365,512,88,173,107,151,144,100,74,111,176
Suv39h2,127,30,58,124,136,128,98,161,41,59,36,48,57,39,32,30,69
Hspa14,1316,485,684,1225,1437,1505,1233,1897,295,592,338,544,588,465,304,461,674
Cdnf,178,60,76,152,165,199,147,233,42,98,82,94,86,74,36,69,80
Mir466b-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fam107b,266,90,123,301,259,297,187,299,72,74,40,73,92,100,72,90,161
1700080N15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Frmd4a,1733,706,890,2083,2083,2080,1603,2522,603,874,489,806,804,648,432,782,946
Prpf18,2242,817,1140,2079,2278,2527,1884,3087,544,1222,698,1041,1031,741,540,965,1086
Bend7,1354,520,599,1269,1476,1500,1167,2034,244,541,344,470,511,351,263,455,530
Sephs1,1329,524,613,1129,1427,1441,994,1697,327,627,385,543,599,457,315,542,588
Phyh,4761,2047,2582,5059,5933,6080,4478,7804,1408,3001,1933,2764,2631,2197,1483,2189,2835
Ucma,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mcm10,27,11,5,33,12,14,22,25,4,10,3,5,13,8,3,6,11
Optn,1111,425,567,1158,1222,1394,910,1479,246,465,270,443,437,331,267,325,605
Ccdc3,4,0,0,2,5,5,2,9,0,2,0,0,0,0,0,0,0
Camk1d,225,71,105,198,196,222,190,277,70,91,66,78,90,84,42,94,137
Mir466d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cdc123,2419,1009,1299,2104,2456,2751,2147,3336,613,1252,710,1093,980,808,555,861,1084
Nudt5,1163,453,559,1161,1315,1371,1026,1680,292,563,334,457,512,387,304,373,671
Sec61a2,467,136,211,411,436,514,410,578,106,194,120,168,162,140,94,118,200
Dhtkd1,196,92,113,180,223,232,204,307,74,136,82,100,107,82,60,84,105
Upf2,2062,725,1015,2120,2188,2619,2033,3340,580,1165,745,982,965,724,535,902,995
Proser2,37,17,24,57,73,68,58,62,28,27,18,25,15,13,16,28,36
Gm10857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Echdc3,233,94,104,217,232,234,196,312,67,138,66,111,93,77,56,83,101
A230108P19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Usp6nl,1220,442,611,1224,1266,1323,1099,1737,313,661,427,565,543,466,297,570,684
Celf2,967,352,530,966,931,1024,865,1241,289,536,310,422,392,314,222,434,421
5031426D15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700061F12Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gata3,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
4930412O13Rik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9230102O04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Taf3,640,298,424,866,863,924,687,1215,173,421,208,353,319,279,156,378,373
Atp5c1,6681,2515,3650,7189,8446,7739,6410,10026,1845,3432,2118,3120,3217,2517,1787,2660,3874
Kin,757,293,402,880,882,955,822,1215,221,420,240,347,313,256,177,326,399
Itih2,110,44,58,142,152,152,108,202,15,37,9,55,35,27,20,43,62
Itih5,22,11,11,39,31,35,27,43,14,18,5,12,12,4,4,21,24
Sfmbt2,16,2,10,8,12,13,8,21,2,7,1,1,4,1,1,4,4
Mir466m,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669f,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669d-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir297a-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir297a-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir297a-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466b-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466b-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466b-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466b-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466b-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669k,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466b-8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466e,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669a-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669j,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Gm25285,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466c-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466c-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467a-6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466b-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir467d,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir297b,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669o,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466g,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir466l,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Mir669i,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Prkcq,1,1,0,2,4,2,2,5,0,0,0,0,0,0,0,0,0
8030442B05Rik,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
Gm13293,1,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0
Pfkfb3,864,280,664,2163,1787,1146,1004,1244,668,590,302,583,441,390,257,342,1440
Rbm17,2788,1243,1487,3130,3719,3599,2701,4310,935,1494,954,1392,1350,1257,847,1220,1760
Il2ra,9,1,0,12,12,8,5,6,9,2,2,0,1,3,1,7,9
Il15ra,280,124,153,295,365,362,259,468,113,184,117,156,169,107,74,144,176
Fbxo18,2522,1060,1184,2467,2649,2970,2179,3564,649,1474,826,1204,1129,878,621,1021,1104
Ankrd16,543,175,237,416,405,638,480,808,115,299,140,225,212,149,95,174,190
Itga8,5,2,2,2,1,4,3,2,0,2,0,0,1,1,0,1,4
E030013I19Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0
Fam188a,959,373,481,906,1035,1107,855,1249,256,484,303,445,474,392,276,413,478
Pter,30,7,28,39,59,51,43,43,13,21,9,19,19,25,19,21,40
C1ql3,3,0,6,4,2,3,0,8,2,1,2,2,2,2,2,4,0
Rsu1,933,396,510,1010,1175,1068,840,1428,248,512,333,468,428,372,278,432,535
Cubn,0,0,0,4,4,2,0,0,1,0,0,0,0,1,0,0,0
Trdmt1,223,70,112,159,165,211,162,259,46,95,58,80,73,75,46,84,82
Vim,1960,966,652,2655,2299,1905,1425,1648,394,569,292,556,580,707,328,536,751
St8sia6,23,6,11,34,36,34,26,51,9,17,12,17,10,13,1,16,17
Hacd1,78,33,56,75,87,119,77,104,13,46,24,34,38,30,23,49,55
Stamos,76,32,39,84,79,80,74,112,20,39,28,40,34,23,14,21,35
Stam,794,256,374,690,781,827,706,1126,197,383,233,337,302,263,171,292,383
Tmem236,3,3,1,5,0,3,1,6,1,2,0,3,0,0,1,2,5
Mrc1,19,10,29,30,22,38,31,36,14,19,21,24,21,19,17,7,20
Mir511,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc39a12,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
Cacnb2,1277,502,627,1116,1115,1364,1146,1735,316,706,406,552,576,426,292,539,527
Gm13315,2,0,0,1,1,2,0,0,0,0,0,1,0,0,0,0,0
Nsun6,215,84,83,185,174,233,184,316,55,96,69,82,89,75,46,94,100
Arl5b,259,81,153,246,254,262,279,349,74,121,72,128,104,88,67,83,114
Plxdc2,117,48,53,150,134,138,121,158,20,44,23,26,39,36,24,14,49
4930515L03Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nebl,392,149,206,366,313,405,392,554,116,294,140,182,170,102,66,242,166
Mir6419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
H2afb1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
