,GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
Spdye4b,Spdye4b,0.276726959,-0.078683847,0.056420063,-1.394607554,0.163134216,NaN,Low
Spdye4a,Spdye4a,0.088176821,-0.027036167,0.03742995,-0.722313734,0.470101611,NaN,Low
4930448H16Rik,4930448H16Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Zfp12,Zfp12,987.5291155,0.055683549,0.035380214,1.573861272,0.115519525,0.211458572,OK
Zfp316,Zfp316,388.2379734,-0.031769704,0.065542251,-0.484720981,0.627874282,0.736481009,OK
E130309D02Rik,E130309D02Rik,482.0933877,-0.09470163,0.073863519,-1.282116412,0.199801813,0.32183015,OK
Zdhhc4,Zdhhc4,493.8897154,0.033045241,0.06478313,0.510090212,0.609988262,0.722087972,OK
0610040B10Rik,0610040B10Rik,36.73155953,0.329273404,0.134721715,2.444100449,0.014521383,0.042402314,OK
Grid2ip,Grid2ip,15.31040797,-0.100296139,0.157774135,-0.635694431,0.524975607,0.652437845,OK
Kdelr2,Kdelr2,4926.498258,-0.276801342,0.051033836,-5.423878821,5.83E-08,1.37E-06,OK
Daglb,Daglb,412.0447441,0.051390013,0.065654336,0.782735998,0.433782158,0.569287363,OK
Rac1,Rac1,3480.513559,0.121735093,0.038537417,3.158880446,0.001583764,0.007128235,OK
Fam220a,Fam220a,602.1640456,-0.160909115,0.064704081,-2.486846452,0.012888101,0.038593718,OK
Cyth3,Cyth3,451.6102767,-0.132673148,0.059218387,-2.24040463,0.025064666,0.064832516,OK
Usp42,Usp42,660.0416828,-0.131610491,0.042110088,-3.125391012,0.001775689,0.007803162,OK
D130017N08Rik,D130017N08Rik,129.4238633,0.212930626,0.08996656,2.366775244,0.017943826,0.049967436,OK
Eif2ak1,Eif2ak1,1276.481052,0.157746764,0.040151351,3.92880345,8.54E-05,0.000654373,OK
Ankrd61,Ankrd61,1.840368485,-0.048310837,0.125124415,-0.386102404,0.699420829,NaN,Low
Aimp2,Aimp2,401.6044448,-0.233355249,0.088595083,-2.633952586,0.008439727,0.027681098,OK
Pms2,Pms2,266.9659033,-0.248310305,0.074609978,-3.328111206,0.00087437,0.004450435,OK
Ccz1,Ccz1,1162.058342,0.206406462,0.050627873,4.076933347,4.56E-05,0.000389016,OK
Ocm,Ocm,0,NaN,NaN,NaN,NaN,NaN,Low
Lmtk2,Lmtk2,1711.81312,-0.010744014,0.041484761,-0.258987003,0.795645268,0.865877027,OK
Bhlha15,Bhlha15,1816.545655,-0.400702324,0.073942196,-5.419129374,5.99E-08,1.40E-06,OK
Tecpr1,Tecpr1,1146.666667,-0.180253828,0.05901192,-3.054532487,0.002254116,0.00954961,OK
Bri3,Bri3,373.6019004,-0.003732617,0.065387139,-0.057084884,0.954477578,0.972216019,OK
Baiap2l1,Baiap2l1,836.5453317,-0.070640135,0.055173013,-1.280338546,0.200426097,0.322722372,OK
Gm15708,Gm15708,5.595225027,-0.165221516,0.160294522,-1.030737131,0.302664107,NaN,Low
Dmr,Dmr,0.153775178,-0.042704349,0.042700009,-1.000101625,0.31726133,NaN,Low
Nptx2,Nptx2,623.0555026,-0.790145185,0.160259011,-4.930425952,8.21E-07,1.35E-05,OK
Tmem130,Tmem130,1283.807384,0.02605153,0.040006107,0.651188843,0.514924592,0.643254543,OK
Trrap,Trrap,1643.919612,-0.166535249,0.070046644,-2.377490753,0.01743088,0.048819161,OK
Smurf1,Smurf1,741.905049,-0.114064604,0.051694519,-2.20651255,0.027348132,0.069424899,OK
Mir7039,Mir7039,0,NaN,NaN,NaN,NaN,NaN,Low
Kpna7,Kpna7,0.091506328,-0.028037455,0.037705837,-0.743583942,0.457128221,NaN,Low
Gm4871,Gm4871,0,NaN,NaN,NaN,NaN,NaN,Low
1700018F24Rik,1700018F24Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Arpc1a,Arpc1a,3730.893855,-0.010360773,0.033275907,-0.311359601,0.755527263,0.836374576,OK
Arpc1b,Arpc1b,1139.91444,-0.039772961,0.086017265,-0.462383465,0.643806355,0.749675572,OK
Pdap1,Pdap1,2212.294487,-0.298478027,0.049016881,-6.089290513,1.13E-09,4.48E-08,OK
Bud31,Bud31,907.6247391,-0.122379015,0.053809923,-2.274283422,0.022948951,0.060570616,OK
Ptcd1,Ptcd1,502.5041022,-0.028183838,0.056869048,-0.495591865,0.620182394,0.730385137,OK
Cpsf4,Cpsf4,228.1544988,-0.145447321,0.061143284,-2.378794701,0.017369347,0.048682999,OK
Atp5j2,Atp5j2,1480.041947,-0.061605175,0.055030701,-1.119469189,0.262940028,0.395214316,OK
Zkscan14,Zkscan14,231.1318768,0.13961178,0.076171549,1.832859924,0.066823405,0.137823899,OK
Zkscan5,Zkscan5,368.8142379,0.097595193,0.060143629,1.622702093,0.104653104,0.195801204,OK
Zfp655,Zfp655,645.0080764,0.14752387,0.06173097,2.389787012,0.016858146,0.047565217,OK
Zscan25,Zscan25,606.5080135,-0.126002173,0.068739485,-1.833039236,0.066796736,0.137798426,OK
Cyp3a57,Cyp3a57,0.065157027,-0.013555944,0.030540881,-0.443862232,0.657142192,NaN,Low
Cyp3a16,Cyp3a16,0,NaN,NaN,NaN,NaN,NaN,Low
Cyp3a41a,Cyp3a41a,0,NaN,NaN,NaN,NaN,NaN,Low
Cyp3a41b,Cyp3a41b,0,NaN,NaN,NaN,NaN,NaN,Low
Cyp3a44,Cyp3a44,0,NaN,NaN,NaN,NaN,NaN,Low
Cyp3a11,Cyp3a11,0.222651482,-0.027182239,0.052114964,-0.521582237,0.601961233,NaN,Low
Cyp3a25,Cyp3a25,0,NaN,NaN,NaN,NaN,NaN,Low
Cyp3a59,Cyp3a59,0,NaN,NaN,NaN,NaN,NaN,Low
1700001J03Rik,1700001J03Rik,3.22387534,-0.051132561,0.144934299,-0.352798206,0.724239729,NaN,Low
Rnf6,Rnf6,1741.681802,-0.005844698,0.035409831,-0.165058628,0.868897836,0.916733013,OK
Cdk8,Cdk8,1171.58207,0.024034813,0.043811399,0.548597242,0.583281879,0.699683991,OK
Wasf3,Wasf3,86.25710927,-0.116299213,0.098521832,-1.18044103,0.237824851,0.367006744,OK
Gm6408,Gm6408,0.022471933,-0.001612519,0.029756493,-0.054190492,0.956783396,NaN,Low
Gm6370,Gm6370,0.169902844,0.044790887,0.038671593,1.158237442,0.246767153,NaN,Low
Gm3415,Gm3415,0,NaN,NaN,NaN,NaN,NaN,Low
4930449I24Rik,4930449I24Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Gm3402,Gm3402,0,NaN,NaN,NaN,NaN,NaN,Low
Gm3404,Gm3404,0,NaN,NaN,NaN,NaN,NaN,Low
Gm3409,Gm3409,0,NaN,NaN,NaN,NaN,NaN,Low
Gpr12,Gpr12,0,NaN,NaN,NaN,NaN,NaN,Low
Usp12,Usp12,1453.877026,0.105436827,0.039503566,2.66904579,0.007606708,0.025433948,OK
Rpl21,Rpl21,7073.40196,0.009357583,0.0467369,0.200218313,0.841309845,0.898585791,OK
Rasl11a,Rasl11a,3.498410974,0.051004974,0.145337946,0.350940514,0.725632977,NaN,Low
Gtf3a,Gtf3a,627.9842669,0.00877265,0.048216939,0.181941242,0.855628838,0.907959061,OK
Mtif3,Mtif3,533.8288207,-0.002201334,0.053441711,-0.041191301,0.967143388,0.979809465,OK
Lnx2,Lnx2,435.632298,-0.113520048,0.071586847,-1.585766839,0.112792211,0.207529824,OK
Polr1d,Polr1d,697.4888203,-0.004587329,0.06177253,-0.07426164,0.940802199,0.963921175,OK
Gsx1,Gsx1,0,NaN,NaN,NaN,NaN,NaN,Low
2210019I11Rik,2210019I11Rik,217.5811882,0.010825825,0.128319283,0.084366314,0.932765189,0.958613403,OK
Pdx1,Pdx1,1882.282458,-0.187523448,0.09445506,-1.985319245,0.047108964,0.104678979,OK
Mir7k,Mir7k,0,NaN,NaN,NaN,NaN,NaN,Low
Cdx2,Cdx2,0.126207265,0.002086528,0.034183438,0.061039136,0.951328041,NaN,Low
Urad,Urad,0.279549915,0.008509977,0.0527959,0.161186316,0.871946659,NaN,Low
Flt3,Flt3,1.004536371,-0.098409124,0.099573456,-0.988306805,0.323002414,NaN,Low
D5Ertd605e,D5Ertd605e,0.351971302,0.062552356,0.057000433,1.097401409,0.272465958,NaN,Low
Pan3,Pan3,775.2869381,0.188573479,0.059433652,3.172840183,0.001509556,0.006838979,OK
Flt1,Flt1,1155.342497,0.166906636,0.08927204,1.869640653,0.061533736,0.129199248,OK
Pomp,Pomp,1588.92747,-0.047793799,0.063364627,-0.754266231,0.450689375,0.584661871,OK
Slc46a3,Slc46a3,391.98205,0.204640941,0.07860302,2.603474296,0.009228419,0.029736256,OK
Mtus2,Mtus2,147.8652299,-0.382554983,0.119795935,-3.193388691,0.001406135,0.006459772,OK
Slc7a1,Slc7a1,2138.19873,-0.225618887,0.081404884,-2.771564494,0.005578762,0.019942371,OK
Ubl3,Ubl3,5041.743741,0.058752049,0.028221096,2.081848598,0.037356301,0.08801119,OK
2210417A02Rik,2210417A02Rik,5.592890514,0.017077622,0.156904124,0.108841127,0.913328503,NaN,Low
4930505K14Rik,4930505K14Rik,0.027315779,-0.003020154,0.029852003,-0.101170895,0.919414801,NaN,Low
Katnal1,Katnal1,386.9020416,-0.01527755,0.061235781,-0.249487303,0.802983861,0.871519677,OK
8430423G03Rik,8430423G03Rik,0,NaN,NaN,NaN,NaN,NaN,Low
5930430L01Rik,5930430L01Rik,168.5606517,0.212050454,0.097220299,2.181133541,0.029173541,0.072888823,OK
Gm15408,Gm15408,27.26840863,0.285712875,0.136428303,2.094234609,0.036239086,0.085938226,OK
Hmgb1,Hmgb1,2936.452641,0.136915091,0.03566086,3.839365954,0.000123352,0.000884883,OK
5730422E09Rik,5730422E09Rik,2.00916946,-0.058491137,0.125954242,-0.464384016,0.64237264,NaN,Low
Gm8615,Gm8615,3.85065347,0.061811629,0.156223774,0.395660839,0.692355248,NaN,Low
Uspl1,Uspl1,1097.596097,0.069842368,0.037790411,1.848150526,0.06458057,0.13406217,OK
Alox5ap,Alox5ap,204.2807336,0.652929624,0.088380005,7.38775275,1.49E-13,1.82E-11,OK
Medag,Medag,70.1478071,0.233500861,0.122228559,1.910362541,0.05608655,0.120164255,OK
Tex26,Tex26,48.40262581,0.125596628,0.114647012,1.095507203,0.273294492,0.406781649,OK
Gm15997,Gm15997,0,NaN,NaN,NaN,NaN,NaN,Low
Wdr95,Wdr95,0.109278159,0.010344689,0.033346041,0.310222419,0.756391823,NaN,Low
Hsph1,Hsph1,2520.18018,-0.022992435,0.086630726,-0.265407391,0.790695643,0.861922148,OK
B3glct,B3glct,176.419049,0.19784501,0.073534648,2.69050054,0.007134492,0.02420204,OK
Gm21221,Gm21221,0,NaN,NaN,NaN,NaN,NaN,Low
4930500F04Rik,4930500F04Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Rxfp2,Rxfp2,9.366701473,0.138943717,0.163957381,0.847438017,0.396751022,NaN,Low
Fry,Fry,880.1657915,0.111877167,0.064640744,1.730753077,0.083495814,0.16390149,OK
Gm5,Gm5,0.022471933,-0.001612519,0.029756493,-0.054190492,0.956783396,NaN,Low
Zar1l,Zar1l,0.221380178,-0.015482532,0.044685248,-0.346479713,0.728982228,NaN,Low
Brca2,Brca2,59.86807741,-0.000157302,0.130795286,-0.001202661,0.999040416,0.999255299,OK
N4bp2l1,N4bp2l1,335.1185906,0.398999863,0.079470272,5.020743662,5.15E-07,9.03E-06,OK
N4bp2l2,N4bp2l2,1188.852324,0.085135475,0.046625638,1.825936938,0.067859761,0.139626508,OK
Pds5b,Pds5b,1034.517469,0.129679398,0.055397341,2.340895695,0.019237541,0.052711056,OK
Kl,Kl,646.2436823,0.261942994,0.098151847,2.668752564,0.007613351,0.025443795,OK
Stard13,Stard13,1040.079246,-0.014019844,0.033143993,-0.422998038,0.672296692,0.772647026,OK
1700028E10Rik,1700028E10Rik,8.858547334,-0.155037735,0.16415346,-0.944468272,0.344930408,NaN,Low
Gm3704,Gm3704,27.43085778,-0.132501711,0.145003195,-0.913784771,0.36082995,0.497261547,OK
Vmn2r18,Vmn2r18,0.818343753,-0.008796706,0.093947102,-0.093634673,0.925399366,NaN,Low
Rfc3,Rfc3,182.705994,-0.139156444,0.087258472,-1.594761413,0.110765599,0.204731848,OK
Gm8579,Gm8579,0.134310688,-0.000938068,0.034541148,-0.027157977,0.978333733,NaN,Low
Samd9l,Samd9l,740.3055508,0.477722443,0.13580881,3.517610107,0.000435452,0.002520563,OK
Hepacam2,Hepacam2,4780.055528,0.439536929,0.074231639,5.921153532,3.20E-09,1.10E-07,OK
Ccdc132,Ccdc132,955.0002346,0.189894551,0.06747565,2.814267808,0.004888848,0.017956663,OK
Calcr,Calcr,0.029656188,-0.003643991,0.029898748,-0.1218777,0.902995877,NaN,Low
Mir653,Mir653,0,NaN,NaN,NaN,NaN,NaN,Low
Mir489,Mir489,0,NaN,NaN,NaN,NaN,NaN,Low
Tfpi2,Tfpi2,154.2380706,0.09313484,0.148195366,0.628459867,0.529702729,0.656088582,OK
Gngt1,Gngt1,0,NaN,NaN,NaN,NaN,NaN,Low
Gng11,Gng11,205.5051336,0.047852109,0.118900803,0.402454047,0.687349901,0.784409751,OK
4930528H21Rik,4930528H21Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Bet1,Bet1,886.7225106,-0.200355625,0.05818873,-3.443203271,0.000574867,0.003168909,OK
Col1a2,Col1a2,227.9930431,-0.615202278,0.164292648,-3.744551482,0.000180716,0.001220656,OK
Casd1,Casd1,713.5060266,0.246253541,0.065456498,3.76209467,0.000168496,0.001149022,OK
Sgce,Sgce,250.0961523,-0.81919485,0.102310938,-8.006913682,1.18E-15,2.12E-13,OK
Peg10,Peg10,463.9271806,-0.962461449,0.159154961,-6.047322973,1.47E-09,5.58E-08,OK
Ppp1r9a,Ppp1r9a,835.9709649,0.03114415,0.056435835,0.551850614,0.581050707,0.697737535,OK
Pon1,Pon1,0.246285347,0.022581681,0.040191715,0.561849149,0.574218802,NaN,Low
Pon3,Pon3,812.0936932,0.218279192,0.076305654,2.860590019,0.004228535,0.015975261,OK
Pon2,Pon2,604.4205677,0.147131298,0.066228446,2.221572546,0.026312207,0.067404516,OK
Asb4,Asb4,262.3072865,-0.379568225,0.096577289,-3.930201682,8.49E-05,0.000651305,OK
Pdk4,Pdk4,1037.526929,-0.701517365,0.146637669,-4.784018797,1.72E-06,2.53E-05,OK
Dync1i1,Dync1i1,226.6229575,0.107707443,0.071977799,1.496398126,0.134549938,0.239058961,OK
1700019G24Rik,1700019G24Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Slc25a13,Slc25a13,158.636308,0.170418972,0.080055155,2.128769496,0.033273336,0.080500761,OK
Shfm1,Shfm1,1213.784963,-0.161243576,0.049867143,-3.233463285,0.001222991,0.005792471,OK
Dlx6os1,Dlx6os1,0,NaN,NaN,NaN,NaN,NaN,Low
Dlx6,Dlx6,0.044943866,-0.009601638,0.030306691,-0.316815794,0.751383379,NaN,Low
Dlx6os2,Dlx6os2,0,NaN,NaN,NaN,NaN,NaN,Low
Dlx5,Dlx5,0.124469402,-0.028006843,0.034910671,-0.802243066,0.422412369,NaN,Low
Sdhaf3,Sdhaf3,65.01452746,0.053157649,0.106896574,0.497281125,0.61899082,0.729481344,OK
Tac1,Tac1,13.20163804,-0.20652234,0.141600346,-1.45848754,0.144706207,0.252602474,OK
Asns,Asns,5946.775263,-0.13337112,0.078024338,-1.709352789,0.087385621,0.170062058,OK
C1galt1,C1galt1,1410.789595,0.32513891,0.078849705,4.123527271,3.73E-05,0.000331847,OK
Col28a1,Col28a1,42.56830921,-0.02365916,0.144257568,-0.164006371,0.869726128,0.917188764,OK
Mios,Mios,488.5787696,0.31217403,0.073148233,4.267690646,1.98E-05,0.000198358,OK
Rpa3,Rpa3,135.690539,-0.065679121,0.078012976,-0.841899946,0.39984396,0.535890615,OK
Umad1,Umad1,466.9823915,0.109668157,0.057432817,1.909503381,0.056197186,0.120345071,OK
A430035B10Rik,A430035B10Rik,52.6099397,0.153827592,0.120985193,1.271458005,0.203565758,0.326821618,OK
Glcci1,Glcci1,1054.400185,0.194065711,0.06205124,3.127507393,0.001762954,0.007752152,OK
Ica1,Ica1,2934.01764,-0.194959521,0.058202599,-3.349670359,0.000809078,0.004174017,OK
Nxph1,Nxph1,150.8206112,-0.246129743,0.128991999,-1.908100844,0.056378184,0.120657556,OK
AA545190,AA545190,0,NaN,NaN,NaN,NaN,NaN,Low
Ndufa4,Ndufa4,1862.294441,-0.099168338,0.050575831,-1.96078516,0.04990409,0.109580334,OK
Phf14,Phf14,1050.722297,0.049493838,0.046802818,1.057496963,0.29028484,0.42546179,OK
Gm6578,Gm6578,0.031612035,-0.004135336,0.029935015,-0.138143773,0.890126791,NaN,Low
Thsd7a,Thsd7a,55.06798672,-0.863802078,0.115717074,-7.464776367,8.34E-14,1.08E-11,OK
Tmem106b,Tmem106b,2231.878755,0.269497192,0.063425502,4.249035222,2.15E-05,0.000212515,OK
Vwde,Vwde,174.1760158,-0.812977042,0.15923433,-5.105538759,3.30E-07,6.17E-06,OK
1700016P04Rik,1700016P04Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Tmem168,Tmem168,474.928498,0.113852249,0.062886098,1.810451791,0.070225754,0.143414849,OK
B630005N14Rik,B630005N14Rik,316.8521983,0.039368065,0.06691662,0.588315203,0.556320743,0.677921982,OK
Gpr85,Gpr85,276.5019833,0.053353408,0.075139162,0.710061267,0.477666144,0.609261189,OK
2610001J05Rik,2610001J05Rik,806.4914757,0.063999956,0.049319733,1.297654137,0.19440621,0.315242787,OK
1110019D14Rik,1110019D14Rik,49.77799357,0.358191628,0.116795589,3.066824962,0.002163455,0.009221493,OK
Ppp1r3a,Ppp1r3a,0,NaN,NaN,NaN,NaN,NaN,Low
Foxp2,Foxp2,79.32234461,0.488271462,0.141699206,3.4458306,0.000569307,0.003145395,OK
Mdfic,Mdfic,53.17705075,0.264453069,0.126837094,2.08498208,0.037070927,0.087473656,OK
Tfec,Tfec,1.944405182,-0.214992617,0.130124109,-1.652212012,0.098491338,NaN,Low
Tes,Tes,1376.2274,0.087225575,0.04979038,1.751855995,0.079798573,0.15830758,OK
D830026I12Rik,D830026I12Rik,1.051958339,0.013986855,0.093905245,0.148946473,0.88159587,NaN,Low
Cav2,Cav2,67.12076827,0.24597743,0.127839021,1.924118538,0.054339727,0.117151411,OK
Cav1,Cav1,86.88643193,0.546586296,0.124318261,4.396669404,1.10E-05,0.000122565,OK
Met,Met,749.9390398,0.220473215,0.067412814,3.270494172,0.001073598,0.0052326,OK
Capza2,Capza2,1879.670188,0.254639108,0.05931107,4.293281285,1.76E-05,0.000179562,OK
St7,St7,180.9248612,0.250996538,0.088440945,2.838012861,0.004539535,0.016880937,OK
Wnt2,Wnt2,2.228185116,-0.258516602,0.129003644,-2.003948066,0.045075624,NaN,Low
Asz1,Asz1,0.097735541,-0.019654736,0.030985832,-0.634313637,0.525876158,NaN,Low
Cftr,Cftr,3.13026914,0.17083917,0.146605635,1.165297433,0.243898618,NaN,Low
Cttnbp2,Cttnbp2,1399.153898,0.159479886,0.045012087,3.543045814,0.000395534,0.002328692,OK
Lsm8,Lsm8,328.2907379,-0.109604121,0.057981349,-1.890334112,0.058713289,0.124550748,OK
Ankrd7,Ankrd7,0,NaN,NaN,NaN,NaN,NaN,Low
4930524B17Rik,4930524B17Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Mir6370,Mir6370,0,NaN,NaN,NaN,NaN,NaN,Low
Kcnd2,Kcnd2,20.90220092,-0.314326404,0.152685126,-2.05865766,0.039527045,0.091743018,OK
Tspan12,Tspan12,177.6579724,-0.006480598,0.102367785,-0.063307006,0.949522037,0.969529565,OK
Ing3,Ing3,363.6104278,0.026354129,0.051840569,0.508368822,0.611194713,0.722707809,OK
Cped1,Cped1,225.9423769,0.480107458,0.107525736,4.465046926,8.01E-06,9.44E-05,OK
Wnt16,Wnt16,0.081370785,-0.006428846,0.030097983,-0.213597232,0.830861158,NaN,Low
Fam3c,Fam3c,751.7005597,-0.044937981,0.044912863,-1.000559258,0.317039935,0.453210646,OK
Ptprz1,Ptprz1,177.2689444,-0.813948227,0.123059057,-6.6142895,3.73E-11,2.26E-09,OK
Aass,Aass,51.30069813,0.896888683,0.157319859,5.70105192,1.19E-08,3.45E-07,OK
Fezf1,Fezf1,0.296622801,-0.08788147,0.060369919,-1.455716205,0.145471088,NaN,Low
Cadps2,Cadps2,421.4320946,0.289551332,0.068311331,4.238701391,2.25E-05,0.000219691,OK
Rnf133,Rnf133,0.073229458,0.021170021,0.030075461,0.703896819,0.481497033,NaN,Low
Rnf148,Rnf148,0.062850768,-0.006428845,0.030097983,-0.213597199,0.830861184,NaN,Low
Tas2r118,Tas2r118,0,NaN,NaN,NaN,NaN,NaN,Low
Slc13a1,Slc13a1,0,NaN,NaN,NaN,NaN,NaN,Low
Iqub,Iqub,3.137164798,0.210434374,0.140540493,1.497322015,0.134309489,NaN,Low
Ndufa5,Ndufa5,593.5444515,-0.084157998,0.049224009,-1.709694118,0.087322451,0.169965358,OK
Asb15,Asb15,5.001750439,0.002226409,0.160121497,0.0139045,0.988906172,NaN,Low
Lmod2,Lmod2,0,NaN,NaN,NaN,NaN,NaN,Low
Wasl,Wasl,1386.706132,0.114068271,0.063094588,1.807893115,0.070623138,0.144084186,OK
Hyal6,Hyal6,0.031612035,-0.004135336,0.029935015,-0.138143773,0.890126791,NaN,Low
Hyal4,Hyal4,0,NaN,NaN,NaN,NaN,NaN,Low
Spam1,Spam1,0,NaN,NaN,NaN,NaN,NaN,Low
Hyal5,Hyal5,0,NaN,NaN,NaN,NaN,NaN,Low
Tmem229a,Tmem229a,18.22116622,0.183429593,0.157230925,1.166625414,0.243361675,0.373456758,OK
Gpr37,Gpr37,0.31457457,0.007427798,0.053893292,0.137824163,0.890379387,NaN,Low
Pot1a,Pot1a,313.5895415,0.262203715,0.061868065,4.238110788,2.25E-05,0.000219957,OK
Gm20756,Gm20756,0.10757852,0.021170021,0.030075461,0.703896817,0.481497034,NaN,Low
Grm8,Grm8,1.170033429,-0.307239182,0.119025629,-2.581285939,0.009843301,NaN,Low
Mir592,Mir592,0,NaN,NaN,NaN,NaN,NaN,Low
Zfp800,Zfp800,418.5039125,0.283303978,0.093502282,3.02991513,0.002446225,0.010236498,OK
Gcc1,Gcc1,1077.214234,-0.110884491,0.042060565,-2.636305306,0.008381428,0.02752926,OK
Arf5,Arf5,1710.903168,-0.226935688,0.072250782,-3.140944377,0.00168404,0.007467196,OK
Fscn3,Fscn3,0.227284989,-0.029219764,0.052119719,-0.560627817,0.575051284,NaN,Low
Pax4,Pax4,0.093936359,0.010197093,0.032242604,0.316261462,0.75180406,NaN,Low
Snd1,Snd1,7960.589856,-0.168064727,0.039592077,-4.244908057,2.19E-05,0.000215701,OK
Lrrc4,Lrrc4,53.71068559,0.487308072,0.154478628,3.154533924,0.001607547,0.007209334,OK
Mir129-1,Mir129-1,5.312271035,-0.071656677,0.159395985,-0.449551327,0.653033991,NaN,Low
Lep,Lep,0,NaN,NaN,NaN,NaN,NaN,Low
Rbm28,Rbm28,961.8169423,-0.119068424,0.044896236,-2.652080349,0.00799975,0.026470397,OK
Prrt4,Prrt4,0.694810306,-0.042995634,0.082463982,-0.521386833,0.602097322,NaN,Low
Impdh1,Impdh1,3214.941996,-0.240677535,0.039929393,-6.027578091,1.66E-09,6.16E-08,OK
Hilpda,Hilpda,228.1381501,0.089675025,0.163281821,0.549203972,0.582865479,0.699428407,OK
Fam71f2,Fam71f2,11.9898366,0.161084611,0.164321391,0.980302139,0.326936999,0.463601584,OK
Fam71f1,Fam71f1,0.228113215,0.000343471,0.044803506,0.007666154,0.993883354,NaN,Low
Calu,Calu,1401.650836,-0.132711372,0.05565865,-2.38438002,0.017107926,0.048087426,OK
Opn1sw,Opn1sw,0,NaN,NaN,NaN,NaN,NaN,Low
Ccdc136,Ccdc136,335.703425,0.006300834,0.060132071,0.104783246,0.916547805,0.948107755,OK
Flnc,Flnc,32.99432917,-0.552172348,0.160975506,-3.430163772,0.000603217,0.003289601,OK
Atp6v1f,Atp6v1f,2023.140388,-0.091344525,0.05034041,-1.814536776,0.069595126,0.142345673,OK
Gm9047,Gm9047,0.155344992,-0.010614215,0.04702921,-0.225694102,0.821439346,NaN,Low
Kcp,Kcp,13.08010138,0.078036933,0.163184276,0.478213555,0.632498216,0.740326921,OK
Irf5,Irf5,60.79278842,0.023061844,0.120097221,0.192026457,0.847721482,0.902770887,OK
Tnpo3,Tnpo3,2046.306713,0.059600135,0.034349474,1.735110549,0.082721226,0.162664192,OK
Tspan33,Tspan33,711.0935703,0.305015816,0.055163944,5.529260459,3.22E-08,8.09E-07,OK
Smo,Smo,70.22210723,-0.232093709,0.134484419,-1.725803712,0.084382732,0.165364194,OK
Ahcyl2,Ahcyl2,2739.604647,0.123601219,0.040188837,3.075511204,0.00210142,0.008990498,OK
Strip2,Strip2,123.9928657,0.162146238,0.108133046,1.499506798,0.133742206,0.237900326,OK
Smkr-ps,Smkr-ps,0.036048701,-0.005162867,0.030009308,-0.172042189,0.863404361,NaN,Low
Nrf1,Nrf1,699.0443439,-0.01385492,0.058122515,-0.238374397,0.811590724,0.877538449,OK
Mirc35hg,Mirc35hg,0.839599132,-0.042946834,0.096215131,-0.446362575,0.655335362,NaN,Low
Mir182,Mir182,0,NaN,NaN,NaN,NaN,NaN,Low
Mir96,Mir96,0,NaN,NaN,NaN,NaN,NaN,Low
Mir183,Mir183,0,NaN,NaN,NaN,NaN,NaN,Low
BB283400,BB283400,1.558366012,0.002604862,0.108999386,0.023897952,0.980934008,NaN,Low
Ube2h,Ube2h,1727.684856,0.214398572,0.049560109,4.326031049,1.52E-05,0.000159701,OK
Zc3hc1,Zc3hc1,209.7224753,-0.065400606,0.089128332,-0.733780207,0.463082706,0.596703519,OK
Klhdc10,Klhdc10,2629.456407,0.039495799,0.043288927,0.912376475,0.361570569,0.497933086,OK
1700012C14Rik,1700012C14Rik,0.885383034,0.019128395,0.097429531,0.196330571,0.844351435,NaN,Low
Tmem209,Tmem209,599.5068171,0.08794283,0.056341348,1.560893251,0.11854894,0.215780251,OK
Ssmem1,Ssmem1,1.199445894,-0.086391257,0.108617122,-0.795374199,0.426395864,NaN,Low
Cpa2,Cpa2,769.1276118,-0.098968691,0.149594853,-0.661578182,0.508241594,0.637282064,OK
Cpa4,Cpa4,4.731689729,-0.401355362,0.146370615,-2.742048753,0.006105728,NaN,Low
Cpa5,Cpa5,14.91973975,-0.16100392,0.162972737,-0.987919348,0.323192149,0.459654385,OK
Cpa1,Cpa1,4974.645544,-0.044294632,0.143241246,-0.309230986,0.757145825,0.837607271,OK
Cep41,Cep41,138.8868301,-0.237211622,0.082003294,-2.892708447,0.003819357,0.014720035,OK
Mest,Mest,203.1891504,-0.682480793,0.120405744,-5.668174721,1.44E-08,4.08E-07,OK
Mir335,Mir335,0,NaN,NaN,NaN,NaN,NaN,Low
Copg2,Copg2,1568.997947,0.09515686,0.046166061,2.061186474,0.039285253,0.091366768,OK
Tsga13,Tsga13,0,NaN,NaN,NaN,NaN,NaN,Low
Klf14,Klf14,0,NaN,NaN,NaN,NaN,NaN,Low
Mir29a,Mir29a,0,NaN,NaN,NaN,NaN,NaN,Low
Mir29b-1,Mir29b-1,0,NaN,NaN,NaN,NaN,NaN,Low
Lincpint,Lincpint,4.526248606,-0.043638841,0.148377855,-0.294106158,0.768676786,NaN,Low
2210408F21Rik,2210408F21Rik,187.8664421,-0.147861282,0.091989588,-1.607369764,0.107973279,0.200486416,OK
