,GeneName,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,status
Neurl3,Neurl3,196.8824769,0.181983213,0.156203123,1.165042087,0.244001957,0.374105519,OK
Arid5a,Arid5a,460.9160612,-0.231144111,0.106747618,-2.165332723,0.030362214,0.075014133,OK
Kansl3,Kansl3,1723.667246,0.077004158,0.03911987,1.968415469,0.049020254,0.107984257,OK
Mir6898,Mir6898,0,NaN,NaN,NaN,NaN,NaN,Low
Fer1l5,Fer1l5,0.059894293,-0.012614899,0.030487665,-0.413770596,0.67904212,NaN,Low
Lman2l,Lman2l,625.0766112,0.103538734,0.047910009,2.161108635,0.030686949,0.075566776,OK
Cnnm4,Cnnm4,350.4241437,0.06771484,0.056195996,1.204976249,0.228212471,0.35688766,OK
Cnnm3,Cnnm3,620.0758876,0.257907067,0.087940615,2.932741234,0.003359838,0.013249645,OK
Ankrd23,Ankrd23,97.40346724,-0.033711606,0.109207701,-0.308692568,0.757555398,0.837743508,OK
Ankrd39,Ankrd39,234.1269605,-0.096398968,0.083111063,-1.159881304,0.246097136,0.376227832,OK
Sema4c,Sema4c,417.6537718,0.097497725,0.069279589,1.407308074,0.159336056,0.271593756,OK
Fam178b,Fam178b,1.801164943,-0.007768899,0.123638029,-0.062835836,0.949897229,NaN,Low
Cox5b,Cox5b,1434.466782,-0.221913965,0.057092668,-3.886908263,0.000101529,0.000753473,OK
Actr1b,Actr1b,3354.080024,-0.250917604,0.060271963,-4.163089956,3.14E-05,0.00028761,OK
4933424G06Rik,4933424G06Rik,3.088126843,-0.282348746,0.148967167,-1.895375676,0.058042649,NaN,Low
Zap70,Zap70,3.109904505,-0.166425443,0.146388139,-1.136877918,0.255589324,NaN,Low
Tmem131,Tmem131,1927.40721,0.122813592,0.048035016,2.556751361,0.010565471,0.033061249,OK
Cnga3,Cnga3,5.788723899,-0.380093373,0.153196846,-2.481078329,0.013098559,NaN,Low
Inpp4a,Inpp4a,2974.950036,0.209073853,0.055668266,3.755709816,0.000172851,0.001175027,OK
Coa5,Coa5,1977.352085,0.141363261,0.057362708,2.464375667,0.013725217,0.040550841,OK
Unc50,Unc50,1067.6711,-0.102860566,0.040508018,-2.539264334,0.011108586,0.034385384,OK
Mgat4a,Mgat4a,211.1576471,0.261928804,0.069311477,3.779010546,0.000157453,0.001085367,OK
4930594C11Rik,4930594C11Rik,0.058520634,-0.012241885,0.030466143,-0.401819337,0.68781699,NaN,Low
2010300C02Rik,2010300C02Rik,491.9578759,0.188019597,0.068344105,2.751072647,0.005940047,0.020966933,OK
Tsga10,Tsga10,103.6399826,0.078109744,0.105597489,0.739693196,0.459486177,0.593176047,OK
Lipt1,Lipt1,72.10182284,0.097721107,0.101866917,0.959301704,0.337406777,0.474099249,OK
Mitd1,Mitd1,199.6957958,0.079811563,0.085691498,0.931382508,0.351655736,0.487919824,OK
Mrpl30,Mrpl30,681.4656309,0.019924723,0.052850098,0.377004465,0.706170287,0.798897959,OK
Lyg2,Lyg2,0.022471933,-0.001612519,0.029756493,-0.054190492,0.956783396,NaN,Low
Lyg1,Lyg1,0,NaN,NaN,NaN,NaN,NaN,Low
Txndc9,Txndc9,1127.364739,0.060384129,0.053521441,1.128223156,0.259225687,0.391298544,OK
Eif5b,Eif5b,2381.645183,-0.03925266,0.043265035,-0.907260551,0.36426903,0.500447088,OK
Rev1,Rev1,616.1391182,0.052729938,0.060369376,0.873455082,0.382415079,0.519412544,OK
Aff3,Aff3,6.146826087,-0.180917891,0.162676702,-1.11213154,0.266081598,NaN,Low
Lonrf2,Lonrf2,416.743191,0.03395277,0.083117044,0.408493467,0.682911426,0.780506173,OK
Chst10,Chst10,265.4465542,0.06362162,0.059889644,1.062314199,0.28809307,0.423379159,OK
Nms,Nms,0,NaN,NaN,NaN,NaN,NaN,Low
Pdcl3,Pdcl3,550.0400142,-0.038491891,0.067149035,-0.573230733,0.566488478,0.685696751,OK
Mir6349,Mir6349,0,NaN,NaN,NaN,NaN,NaN,Low
Npas2,Npas2,210.8873016,0.097286327,0.157964798,0.615873463,0.537978037,0.663265216,OK
Rpl31,Rpl31,3751.777532,-0.152561096,0.044143344,-3.456038477,0.000548177,0.00305359,OK
Tbc1d8,Tbc1d8,1016.048595,0.172669759,0.047054709,3.669553239,0.000242975,0.00155348,OK
Cnot11,Cnot11,790.1981564,0.043246695,0.04772497,0.906164948,0.364848553,0.501143181,OK
Snord89,Snord89,0.562550287,-0.060958962,0.077660062,-0.784946089,0.432485178,NaN,Low
Rnf149,Rnf149,500.7928094,0.020007498,0.045541444,0.439325072,0.66042601,0.762699469,OK
Creg2,Creg2,69.97228851,-0.033347628,0.10979381,-0.303729582,0.761333919,0.840098917,OK
Rfx8,Rfx8,5.296499702,-0.239702541,0.162057593,-1.479119469,0.139108388,NaN,Low
Gm3646,Gm3646,0,NaN,NaN,NaN,NaN,NaN,Low
1700066B17Rik,1700066B17Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Map4k4,Map4k4,2572.187172,0.103520535,0.046554832,2.223626022,0.026173616,0.067111962,OK
Gm16894,Gm16894,13.63825667,0.215719562,0.155365015,1.388469353,0.164994171,0.278717593,OK
Il1r2,Il1r2,33.00531414,0.304248913,0.132480304,2.296559583,0.021643907,0.057802506,OK
Il1r1,Il1r1,14979.41466,0.407829499,0.075804971,5.379983559,7.45E-08,1.70E-06,OK
Il1rl2,Il1rl2,8.475343554,0.164541614,0.164159974,1.002324803,0.316186747,NaN,Low
Il1rl1,Il1rl1,3.462061513,-0.437101383,0.146851134,-2.976493063,0.002915657,NaN,Low
Il18r1,Il18r1,18.15630406,0.466313803,0.164111582,2.841443592,0.00449098,0.016736562,OK
Il18rap,Il18rap,1.263243082,-0.018460116,0.116141948,-0.158944434,0.873712652,NaN,Low
Slc9a4,Slc9a4,0.584912915,0.045554221,0.075557203,0.602910366,0.54656832,NaN,Low
Slc9a2,Slc9a2,3.975537465,-0.097063387,0.154193297,-0.629491611,0.529027259,NaN,Low
Mfsd9,Mfsd9,103.4876939,0.409649893,0.085300219,4.802448303,1.57E-06,2.35E-05,OK
Tmem182,Tmem182,1.103148062,-0.035112162,0.10303249,-0.340787276,0.73326373,NaN,Low
4930448I06Rik,4930448I06Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Pantr1,Pantr1,0.022471933,-0.001612519,0.029756493,-0.054190492,0.956783396,NaN,Low
Pou3f3,Pou3f3,0.145435575,0.042007337,0.037629409,1.116343267,0.264275228,NaN,Low
2900092D14Rik,2900092D14Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Pantr2,Pantr2,0,NaN,NaN,NaN,NaN,NaN,Low
Dalir,Dalir,0,NaN,NaN,NaN,NaN,NaN,Low
Mrps9,Mrps9,431.2315733,-0.047274063,0.061982754,-0.762697047,0.445644092,0.580096222,OK
Gpr45,Gpr45,12.07952287,-0.270135939,0.164334329,-1.643819285,0.100213537,0.189348812,OK
Tgfbrap1,Tgfbrap1,1827.702359,0.007802739,0.037716929,0.206876319,0.836106451,0.895809739,OK
AI597479,AI597479,488.5499209,0.210451531,0.065896807,3.193652945,0.001404849,0.006456018,OK
Fhl2,Fhl2,130.06387,-0.19637468,0.130138309,-1.508969044,0.131306694,0.2343711,OK
Nck2,Nck2,567.7650754,0.032781875,0.061368228,0.534183184,0.593214803,0.708018951,OK
1500015O10Rik,1500015O10Rik,0.134421726,-0.001099086,0.034634345,-0.031733988,0.97468419,NaN,Low
Uxs1,Uxs1,366.3439526,-0.149327482,0.061792992,-2.416576324,0.015667241,0.04489079,OK
Tpp2,Tpp2,1192.774381,-0.006484264,0.070976051,-0.091358481,0.927207751,0.954970541,OK
Mettl21c,Mettl21c,0.029656188,-0.003643991,0.029898748,-0.1218777,0.902995877,NaN,Low
Tex30,Tex30,165.2124615,0.247426929,0.098887867,2.502095915,0.012346047,0.037350322,OK
Kdelc1,Kdelc1,222.4097234,-0.005562239,0.065460611,-0.084970771,0.932284628,0.958405873,OK
Bivm,Bivm,354.3957835,0.302462192,0.057886935,5.225051092,1.74E-07,3.54E-06,OK
Ercc5,Ercc5,731.0039075,-0.014824038,0.039870006,-0.371809284,0.710034851,0.801885374,OK
Mettl21e,Mettl21e,0,NaN,NaN,NaN,NaN,NaN,Low
Gulp1,Gulp1,4.482860114,0.046129655,0.155229024,0.297171584,0.766335515,NaN,Low
4930521E06Rik,4930521E06Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Col3a1,Col3a1,367.042756,-0.489257392,0.164373707,-2.976494249,0.002915646,0.01181499,OK
Col5a2,Col5a2,335.4187186,-0.441929736,0.160707201,-2.749906243,0.005961232,0.02103092,OK
Wdr75,Wdr75,996.4626983,-0.087872397,0.049817955,-1.763870004,0.077753868,0.155248218,OK
Slc40a1,Slc40a1,2501.227158,0.279586548,0.061617011,4.537489598,5.69E-06,7.11E-05,OK
Stk-ps2,Stk-ps2,0.279262753,-0.011553344,0.047564539,-0.242898259,0.808084214,NaN,Low
Dnah7b,Dnah7b,17.89905697,-0.154663005,0.152353855,-1.015156494,0.310031236,0.446204997,OK
Slc39a10,Slc39a10,710.7470542,0.255778734,0.090005234,2.841820676,0.004485671,0.01672131,OK
Mir6350,Mir6350,0,NaN,NaN,NaN,NaN,NaN,Low
Tmeff2,Tmeff2,21.75794593,-0.289475553,0.157682238,-1.835815856,0.066384896,0.137125023,OK
9330175M20Rik,9330175M20Rik,0.032578514,-0.004368963,0.029952091,-0.145865032,0.884027937,NaN,Low
Sdpr,Sdpr,14.7518845,-0.135711045,0.164328761,-0.825850834,0.408888714,0.544723064,OK
Nabp1,Nabp1,579.6035173,0.167104614,0.076501269,2.184337803,0.028937435,0.072432041,OK
Myo1b,Myo1b,886.7082599,-0.046719364,0.076915251,-0.607413536,0.543576508,0.667805741,OK
Stat4,Stat4,10.8838875,-0.453577567,0.163076038,-2.781386962,0.005412718,0.019460042,OK
Stat1,Stat1,1372.855353,0.23119339,0.094339079,2.450664061,0.014259296,0.041805596,OK
Gls,Gls,1798.439377,-0.075174273,0.066136907,-1.136646336,0.255686161,0.387486055,OK
Nab1,Nab1,774.7737697,0.108272575,0.079246324,1.36627883,0.171851463,0.287170947,OK
Tmem194b,Tmem194b,89.77490472,0.129267344,0.107382675,1.203800738,0.228666605,0.357281832,OK
Mfsd6,Mfsd6,1125.204583,0.142251019,0.039001995,3.647275457,0.000265036,0.001671998,OK
Inpp1,Inpp1,206.4152193,0.266307144,0.073974411,3.599990061,0.000318229,0.001940832,OK
Hibch,Hibch,378.0909593,0.27703406,0.062505219,4.432174859,9.33E-06,0.000107409,OK
1700019D03Rik,1700019D03Rik,307.2329321,-0.061383545,0.071960813,-0.853013503,0.393651816,0.529836947,OK
Mstn,Mstn,5.499744432,-0.264534174,0.156315407,-1.692310302,0.090586825,NaN,Low
1700019A02Rik,1700019A02Rik,0.171272832,-0.000900442,0.042712472,-0.021081469,0.983180667,NaN,Low
Pms1,Pms1,107.4553601,0.064401173,0.10542741,0.610857963,0.541293617,0.666278303,OK
Ormdl1,Ormdl1,342.2051219,0.185409617,0.08656223,2.141922841,0.032199692,0.078482827,OK
Osgepl1,Osgepl1,135.920364,0.29664049,0.086082525,3.446001253,0.000568948,0.003145099,OK
Asnsd1,Asnsd1,720.0167261,0.248981584,0.070453573,3.533980961,0.000409351,0.002389586,OK
Dnah7a,Dnah7a,0.442094103,-0.102995458,0.076569472,-1.345124312,0.178585093,NaN,Low
Stk17b,Stk17b,40.89796026,0.174475265,0.131339059,1.328433955,0.184034788,0.30216404,OK
Hecw2,Hecw2,107.4948413,0.072211024,0.106694255,0.676803302,0.498530763,0.628528566,OK
Mir7681,Mir7681,0,NaN,NaN,NaN,NaN,NaN,Low
Ccdc150,Ccdc150,2.218994547,0.004162233,0.139067367,0.029929618,0.976123184,NaN,Low
Gtf3c3,Gtf3c3,594.7642811,0.228311349,0.073609759,3.101645099,0.001924485,0.00833984,OK
Pgap1,Pgap1,1034.871048,-0.0297694,0.075341625,-0.395125538,0.692750243,0.78838301,OK
Ankrd44,Ankrd44,1085.038011,0.241665702,0.073890254,3.270603226,0.001073184,0.005232436,OK
Sf3b1,Sf3b1,5098.618798,0.002243927,0.060265707,0.037233903,0.970298507,0.9814981,OK
Coq10b,Coq10b,623.2987085,0.020024719,0.092604909,0.216238205,0.828802075,0.890619162,OK
Hspd1,Hspd1,4577.552308,-0.037482264,0.048572252,-0.771680588,0.440303631,0.575701603,OK
Hspe1,Hspe1,856.929347,-0.192872696,0.051551655,-3.741348299,0.000183036,0.001235715,OK
Mob4,Mob4,889.4551283,0.135010953,0.063439312,2.128190669,0.033321278,0.080573597,OK
Rftn2,Rftn2,16.38099921,0.011044432,0.160114968,0.068978138,0.945007022,0.966933265,OK
Mars2,Mars2,86.10990938,-0.179601844,0.104864478,-1.712704313,0.086766951,0.169049346,OK
Boll,Boll,1.015581051,0.078982777,0.102371448,0.771531307,0.440392073,NaN,Low
Plcl1,Plcl1,25.23345015,-0.485399136,0.155320097,-3.125153441,0.001777123,0.007806122,OK
9130227L01Rik,9130227L01Rik,0,NaN,NaN,NaN,NaN,NaN,Low
1700003I22Rik,1700003I22Rik,0,NaN,NaN,NaN,NaN,NaN,Low
Hsfy2,Hsfy2,0,NaN,NaN,NaN,NaN,NaN,Low
Satb2,Satb2,5.958447939,-0.185879739,0.160954001,-1.154862489,0.248146742,NaN,Low
9130024F11Rik,9130024F11Rik,0.153159111,-0.044833235,0.0432131,-1.03749176,0.299506734,NaN,Low
BC055402,BC055402,0,NaN,NaN,NaN,NaN,NaN,Low
4930558J18Rik,4930558J18Rik,0.090166547,-0.017572039,0.031619559,-0.555733228,0.578393238,NaN,Low
1700066M21Rik,1700066M21Rik,113.5292082,0.130640187,0.100912558,1.294587997,0.195462395,0.316582354,OK
Tyw5,Tyw5,105.476941,0.050539172,0.093521345,0.540402538,0.588919458,0.704542459,OK
9430016H08Rik,9430016H08Rik,200.2085405,-0.016369787,0.078783322,-0.207782394,0.83539888,0.895400264,OK
Spats2l,Spats2l,23.16114775,-0.282376329,0.150853521,-1.871857725,0.06122629,0.128678211,OK
Kctd18,Kctd18,260.5294493,0.139648561,0.065981362,2.116484961,0.034303583,0.082287272,OK
Sgol2a,Sgol2a,12.09181036,0.190797839,0.164098636,1.162702166,0.244950363,0.375016361,OK
Aox1,Aox1,821.0103692,-0.015913888,0.072518615,-0.219445553,0.826302988,0.888576387,OK
Aox3,Aox3,0.215055627,0.016201643,0.055114078,0.293965606,0.768784185,NaN,Low
Aox4,Aox4,0.375079652,0.002798506,0.061068847,0.045825429,0.96344939,NaN,Low
Aox2,Aox2,1.522894255,0.008700239,0.12054198,0.072176009,0.942461837,NaN,Low
Bzw1,Bzw1,3152.761591,0.075821229,0.05189849,1.460952508,0.144028475,0.251770777,OK
Clk1,Clk1,1163.422632,0.062184414,0.087086961,0.714049646,0.475196481,0.607472674,OK
Ppil3,Ppil3,208.2258024,0.076208733,0.082189276,0.927234506,0.353804791,0.490060112,OK
Nif3l1,Nif3l1,453.9942717,-0.035890624,0.054847506,-0.654371108,0.512872744,0.641452239,OK
Orc2,Orc2,720.0700949,0.122063108,0.061438623,1.986748759,0.046950246,0.104435008,OK
Fam126b,Fam126b,599.314106,0.279259313,0.064018944,4.362135557,1.29E-05,0.000138992,OK
Ndufb3,Ndufb3,837.4918815,-0.123430987,0.051427574,-2.400093526,0.016390883,0.046499415,OK
Gm20257,Gm20257,207.878702,0.161614819,0.069868643,2.31312376,0.020715836,0.056008879,OK
Als2cr12,Als2cr12,0.253641126,-0.073448295,0.054768405,-1.341070556,0.179897546,NaN,Low
Cflar,Cflar,1820.59101,-0.02478877,0.044767214,-0.55372599,0.579766386,0.696560051,OK
Casp8,Casp8,369.3501306,0.236254537,0.068492935,3.449327095,0.000561986,0.003112866,OK
Trak2,Trak2,1301.289983,0.092225455,0.031924816,2.888832812,0.003866746,0.014852752,OK
Stradb,Stradb,159.8871223,0.142001903,0.087477612,1.623294235,0.104526521,0.195649407,OK
